date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:43	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:43%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/seekapa-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/seekapa-review.html	(from https://multiassetsbrokers.com/reviews/seekapa-review.html)
11:08:43	330523/330523	---M--	200	added ('OK')	image/png	etag:1c9640e7407219a79828a96ec059c1c4	https://multiassetsbrokers.com/uploads/screenshot-2025-03-12-at-17-20-31.png?_cchid=1c9640e7407219a79828a96ec059c1c4	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/uploads/screenshot-2025-03-12-at-17-20-314f9e.png	(from https://multiassetsbrokers.com/reviews/seekapa-review.html)
11:08:44	100863/100863	---M--	200	added ('OK')	image/png	etag:ba852b4b5d51acb67123bdb878acf2db	https://multiassetsbrokers.com/uploads/screenshot-2025-03-12-at-17-20-38.png?_cchid=ba852b4b5d51acb67123bdb878acf2db	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/uploads/screenshot-2025-03-12-at-17-20-38ea3a.png	(from https://multiassetsbrokers.com/reviews/seekapa-review.html)
11:08:45	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:45%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/divicoins-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/divicoins-review.html	(from https://multiassetsbrokers.com/reviews/divicoins-review.html)
11:08:46	5669/5669	---M--	200	added ('OK')	image/png	etag:744c9a0d340443a5a539b1c9a9a2e7f4	https://multiassetsbrokers.com/uploads/image.png?_cchid=744c9a0d340443a5a539b1c9a9a2e7f4	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/uploads/image169c.png	(from https://multiassetsbrokers.com/reviews/divicoins-review.html)
11:08:47	231909/231909	---M--	200	added ('OK')	image/png	etag:c601e4b17efa9f4c7181b848bf242346	https://multiassetsbrokers.com/uploads/screenshot-2025-01-24-at-10-03-02.png?_cchid=c601e4b17efa9f4c7181b848bf242346	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/uploads/screenshot-2025-01-24-at-10-03-02ac78.png	(from https://multiassetsbrokers.com/reviews/divicoins-review.html)
11:08:48	258824/258824	---M--	200	added ('OK')	image/png	etag:685a7baaf9154200bdeeb9807927a1fa	https://multiassetsbrokers.com/uploads/screenshot-2025-01-24-at-10-02-54.png?_cchid=685a7baaf9154200bdeeb9807927a1fa	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/uploads/screenshot-2025-01-24-at-10-02-54ba87.png	(from https://multiassetsbrokers.com/reviews/divicoins-review.html)
11:08:49	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:49%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/fps-limited-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/fps-limited-review.html	(from https://multiassetsbrokers.com/reviews/fps-limited-review.html)
11:08:50	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:50%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/ms-limited-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/ms-limited-review.html	(from https://multiassetsbrokers.com/reviews/ms-limited-review.html)
11:08:50	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:50%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/quantum-markets-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/quantum-markets-review.html	(from https://multiassetsbrokers.com/reviews/quantum-markets-review.html)
11:08:51	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:51%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/equitygates-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/equitygates-review.html	(from https://multiassetsbrokers.com/reviews/equitygates-review.html)
11:08:52	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:52%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/gmz-global-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/gmz-global-review.html	(from https://multiassetsbrokers.com/reviews/gmz-global-review.html)
11:08:53	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:53%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/the-united-credit-broker-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/the-united-credit-broker-review.html	(from https://multiassetsbrokers.com/reviews/the-united-credit-broker-review.html)
11:08:54	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:54%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/the-digital-payments-revolution-how-key2pay-is-leading-the-way.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/the-digital-payments-revolution-how-key2pay-is-leading-the-way.html	(from https://multiassetsbrokers.com/reviews/the-digital-payments-revolution-how-key2pay-is-leading-the-way.html)
11:08:55	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:55%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/raze-markets-review-is-raze-markets-a-scam.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/raze-markets-review-is-raze-markets-a-scam.html	(from https://multiassetsbrokers.com/reviews/raze-markets-review-is-raze-markets-a-scam.html)
11:08:55	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:55%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/isa-limited-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/isa-limited-review.html	(from https://multiassetsbrokers.com/reviews/isa-limited-review.html)
11:08:56	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:08:56%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/iforex-review-2024.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/iforex-review-2024.html	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:08:59	5904/5904	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:08:58%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Platform-Interface.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Platform-Interface.5d.delayed	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:08:59	5906/5906	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:08:59%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/Features-of-iForex-1024x305.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/Features-of-iForex-1024x305.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:00	5918/5918	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:09:00%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Account-Opening-Process-1024x526.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Account-Opening-Process-1024x526.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:00	5903/5903	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:09:00%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Products-1024x511.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Products-1024x511.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:02	5908/5908	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:09:02%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Trading-Tools-1024x367.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Trading-Tools-1024x367.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:02	5913/5913	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:09:02%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Bonuses-Promotions-1024x382.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Bonuses-Promotions-1024x382.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:03	5912/5912	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:09:03%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Affiliate-Program-1024x391.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Affiliate-Program-1024x391.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:03	5911/5911	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Apr%202025%2008:09:03%20GMT	https://www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Customer-Support-1024x349.png	C:/My%20Web%20Sites/multiassetsbrokers/www.cryptonewsz.com/wp-content/uploads/2021/12/iForex-Customer-Support-1024x349.png	(from https://multiassetsbrokers.com/reviews/iforex-review-2024.html)
11:09:04	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:04%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/farallonfx-toda-la-informaci%c3%b3n-que-debes-conocer.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/farallonfx-toda-la-informaci%c3%b3n-que-debes-conocer.html	(from https://multiassetsbrokers.com/reviews/farallonfx-toda-la-informaci%c3%b3n-que-debes-conocer.html)
11:09:05	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:05%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/omplix-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/omplix-review.html	(from https://multiassetsbrokers.com/reviews/omplix-review.html)
11:09:09	123384/123384	---M--	200	added ('OK')	image/png	etag:fc27171b5897dfb8ab78c89bca2a5a6c	https://multiassetsbrokers.com/images/omplix1.png?_cchid=fc27171b5897dfb8ab78c89bca2a5a6c	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/omplix171ba.png	(from https://multiassetsbrokers.com/reviews/omplix-review.html)
11:09:11	33592/33592	---M--	200	added ('OK')	image/png	etag:4367bcba48a5534509b1b4bfe165c454	https://multiassetsbrokers.com/images/omplix2.png?_cchid=4367bcba48a5534509b1b4bfe165c454	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/omplix231f1.png	(from https://multiassetsbrokers.com/reviews/omplix-review.html)
11:09:12	3459/3459	---M--	200	added ('OK')	image/png	etag:75bc23e26bd9c0d9a1403a280ecdf88d	https://multiassetsbrokers.com/images/omplix3.png?_cchid=75bc23e26bd9c0d9a1403a280ecdf88d	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/omplix36941.png	(from https://multiassetsbrokers.com/reviews/omplix-review.html)
11:09:12	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:12%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/axia-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/axia-review.html	(from https://multiassetsbrokers.com/reviews/axia-review.html)
11:09:13	340179/340179	---M--	200	added ('OK')	image/png	etag:e3761813c57d7f88088b54bc54fec3cf	https://multiassetsbrokers.com/images/axia4.png?_cchid=e3761813c57d7f88088b54bc54fec3cf	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/axia4e520.png	(from https://multiassetsbrokers.com/reviews/axia-review.html)
11:09:14	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:14%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/gloffix-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/gloffix-review.html	(from https://multiassetsbrokers.com/reviews/gloffix-review.html)
11:09:18	114072/114072	---M--	200	added ('OK')	image/png	etag:8e50c10f9b3268705b3186b0b00ad104	https://multiassetsbrokers.com/images/2.png?_cchid=8e50c10f9b3268705b3186b0b00ad104	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/2f7ac.png	(from https://multiassetsbrokers.com/reviews/gloffix-review.html)
11:09:20	244496/244496	---M--	200	added ('OK')	image/png	etag:310c4d02ef576f5648fc93900ab8b6c5	https://multiassetsbrokers.com/images/3.png?_cchid=310c4d02ef576f5648fc93900ab8b6c5	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/3ade2.png	(from https://multiassetsbrokers.com/reviews/gloffix-review.html)
11:09:24	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:24%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/instaforex-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/instaforex-review.html	(from https://multiassetsbrokers.com/reviews/instaforex-review.html)
11:09:24	42601/42601	---M--	200	added ('OK')	image/png	etag:d0dc7fe57e22f9e4a6c9e96a341073a4	https://multiassetsbrokers.com/images/instaforex_logo.png?_cchid=d0dc7fe57e22f9e4a6c9e96a341073a4	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/instaforex_logo4a0a.png	(from https://multiassetsbrokers.com/reviews/instaforex-review.html)
11:09:25	1171910/1171910	---M--	200	added ('OK')	image/png	etag:399aa48e946c5bf471e489b315fa4a43	https://multiassetsbrokers.com/images/1.png?_cchid=399aa48e946c5bf471e489b315fa4a43	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/19215.png	(from https://multiassetsbrokers.com/reviews/gloffix-review.html)
11:09:25	58583/58583	---M--	200	added ('OK')	image/png	etag:72c952653cf53202d4526c692bc55b9d	https://multiassetsbrokers.com/images/instaforex_products.png?_cchid=72c952653cf53202d4526c692bc55b9d	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/instaforex_productsa8df.png	(from https://multiassetsbrokers.com/reviews/instaforex-review.html)
11:09:26	134888/134888	---M--	200	added ('OK')	image/png	etag:b2775259cf97649c485b7f04c6b7baca	https://multiassetsbrokers.com/images/instaforex_MT4_platform.png?_cchid=b2775259cf97649c485b7f04c6b7baca	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/instaforex_MT4_platform090c.png	(from https://multiassetsbrokers.com/reviews/instaforex-review.html)
11:09:26	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:26%20GMT	https://multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/saxo-bank-review.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/reviews/multiassetsbrokers.com/reviews/saxo-bank-review.html	(from https://multiassetsbrokers.com/reviews/saxo-bank-review.html)
11:09:27	4740/4740	---M-Z	200	added ('OK')	image/svg+xml	etag:W/d72696ca30f24a3d0f072cc092c8f75d	https://multiassetsbrokers.com/images/saxo_bank_logo.svg?_cchid=d72696ca30f24a3d0f072cc092c8f75d	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/saxo_bank_logo3916.svg	(from https://multiassetsbrokers.com/reviews/saxo-bank-review.html)
11:09:28	104597/104597	---M--	200	added ('OK')	image/png	etag:b7baa99096bd792a53f7dc59eb2c29d9	https://multiassetsbrokers.com/images/saxo_bank_products.png?_cchid=b7baa99096bd792a53f7dc59eb2c29d9	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/saxo_bank_productsc666.png	(from https://multiassetsbrokers.com/reviews/saxo-bank-review.html)
11:09:28	93836/93836	---M--	200	added ('OK')	image/png	etag:c66bd0a5103ab8a6727263b9a03c7b40	https://multiassetsbrokers.com/images/saxo_bank_trading_platform.png?_cchid=c66bd0a5103ab8a6727263b9a03c7b40	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/images/saxo_bank_trading_platforma1e3.png	(from https://multiassetsbrokers.com/reviews/saxo-bank-review.html)
11:09:29	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:29%20GMT	https://multiassetsbrokers.com/multiassetsbrokers.com/privacy.html	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/multiassetsbrokers.com/privacy.html	(from https://multiassetsbrokers.com/privacy.html)
11:09:34	578/578	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Apr%202025%2008:09:31%20GMT	https://multiassetsbrokers.com/contact/multiassetsbrokers.com/contact/	C:/My%20Web%20Sites/multiassetsbrokers/multiassetsbrokers.com/contact/multiassetsbrokers.com/contact/index.html	(from https://multiassetsbrokers.com/contact/)
11:11:34	88145/88145	UR-M--	200	added ('Partial%20Content')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/My%20Web%20Sites/multiassetsbrokers/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://multiassetsbrokers.com/contact/)
